Name,Rating,Pricing,URL,Latitude,Longitude,Transactions,Location,Phone,Display Phone,Distance,Reviews,Review Count,Cuisine,Restaurant ID,Number of Reviews
Excuse My French,4,$$,https://www.yelp.com/biz/excuse-my-french-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.718437,-73.989807,"['pickup', 'delivery']","96 Orchard St, New York, NY 10002",+12127809600,(212) 780-9600,1546.4415591708814,"[{'text': 'Food: excellent \nService: excellent \nAmbience: excellent \n\nRecommended: \nSautéed Brussels sprouts \nBlack Truffle Ravioli', 'reviewer': 'Prachya A.', 'reviewer_id': 'f7YHIDPYH5sgdlJCwG4ifw', 'rating': 5}, {'text': 'I know I had a stop in here a few years ago but wanted to explore more of the menu to get a better idea of my rating. \n\nThis place feels very hit/miss for...', 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 3}, {'text': 'Cute, authentic, delicious. Appreciate the attention to detail from napkins to coasters to cute little accents in the bathroom - definitely adds to the vibe...', 'reviewer': 'Kate A.', 'reviewer_id': 'Rw5UrbQJ95zD5Z6vRVPabA', 'rating': 4}]",3,"B, a, r, s",iexl39DYyy_76Xq3ExaJkQ,353
Panzón,5,,https://www.yelp.com/biz/panz%C3%B3n-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.729804293177196,-73.9598466095408,[],"23 Greenpoint Ave, Brooklyn, NY 11222",,,2978.2523920459867,"[{'text': 'I got a delicious Paloma cocktail that went very refreshingly with our guacamole. I also the mushroom quesadillas, which were satisfying but not as tasty as...', 'reviewer': 'Caroline F.', 'reviewer_id': 'kk8Sy6SfY-vzjAYkh9im5Q', 'rating': 5}, {'text': 'Amazing food / vibes at the delicious Mexico City-inspired bar and restaurant. Highly recommend getting everything, including the tuna tostada, quesadilla,...', 'reviewer': 'Alex O.', 'reviewer_id': '1AeOSlD_ba2iGZbd2pvxtw', 'rating': 5}, {'text': 'I stopped by on opening night with some friends. Great music and vibe with an interesting take on Mexican food. The menu is pretty limited but some...', 'reviewer': 'Marissa L.', 'reviewer_id': '9SFJp5S4z-UzKp43f_q1Ng', 'rating': 5}]",3,"M, e, x, i, c, a, n",k0YxAqybUffN882YanXl1A,3
Marlow & Sons,4,$$$,https://www.yelp.com/biz/marlow-and-sons-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7106126934043,-73.9658814005443,['delivery'],"81 Broadway, Brooklyn, NY 11249",+17183841441,(718) 384-1441,1160.6661648929855,"[{'text': 'This is it. Great coffee and amazing pastries and sandwiches. I really like this whole restaurant group. Their diner is next door and the grocery thing is...', 'reviewer': 'Samantha B.', 'reviewer_id': 'R1ZEHxOnt3GTo2kgv8_Tgg', 'rating': 5}, {'text': ""no way. Although we told a barista Not to put our Drinks away, the Barista (man) at Cafe, Put Out Coffee to The Garbage while In the Bathroom. He's Never..."", 'reviewer': 'Sara Y.', 'reviewer_id': 'jQveoxxClSrkeyDnpHEX9g', 'rating': 1}, {'text': 'They have delicious sandwiches, you can tell that the ingredients are superior quality. The food here is pretty much on point, staff is friendly and overall...', 'reviewer': 'Akash K.', 'reviewer_id': 'KQbUGXSQ40POxvMmenYz6Q', 'rating': 4}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",G18cPTEjuxXx957dGYBDAQ,537
The Frenchman's Dough,5,,https://www.yelp.com/biz/the-frenchmans-dough-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.706116183284095,-74.00233246386051,[],"96 South St, New York, NY 10038",,,1977.5360278425637,"[{'text': ""Pretty good place if you don't prefer crowds. It's inside the Tin Building in NYC. We ordered the kiwi Margherita and the pomo Margherita for drinks and..."", 'reviewer': 'Chithra V.', 'reviewer_id': 'Xd9lRxYi5WRj1HvQ8qRdkw', 'rating': 5}, {'text': ""There's lots to like at this French-inflected pizza-and-pasta spot, which somehow manages to be comfortable and pleasant despite barely being cordoned off..."", 'reviewer': 'Jeff O.', 'reviewer_id': 'gtOZPEyH0iLKHVQszdqqjg', 'rating': 4}, {'text': ""Service was great, everything we ate had amazing flavor, the space was full and yet we couldn't hear other peoples conversations. It was just a really..."", 'reviewer': 'Caitlin D.', 'reviewer_id': 'GH_BprrNu0cn-FUtfz8sXA', 'rating': 5}]",3,"I, t, a, l, i, a, n",Qi7pmy2BuR5Oz2ouXa2u4A,18
Les Enfants de Boheme,4,$$,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7136187,-73.9888503,"['restaurant_reservation', 'delivery']","177 Henry St, New York, NY 10002",+16464764843,(646) 476-4843,1091.730378565532,"[{'text': 'Excellent neighborhood spot.\nAlways great friendly service and delicious food. \nHighly recommend.', 'reviewer': 'Emma L.', 'reviewer_id': 'm4BydiOWQXuvp5e-aADxsg', 'rating': 5}, {'text': ""Amazing French food if that's what you are craving. All plates are nicely designed and are very tasty but it does not make you feel overly full. Your..."", 'reviewer': 'KevRock C.', 'reviewer_id': 'HKj5EbKQsg8CB5OwxY9q9A', 'rating': 5}, {'text': 'Stopped in for happy hour while I waited for a friend. The space inside is cozy and dimly lit. Perfect for a date night spot! Happy hour included two...', 'reviewer': 'Madeline A.', 'reviewer_id': 'tl-_haSNLRj0jQSgcgnagw', 'rating': 4}]",3,"F, r, e, n, c, h",qOomR3AwClOGpV1HdqOTFg,330
Coppelia,1,$$,https://www.yelp.com/biz/coppelia-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7389111700125,-73.9999985153443,"['delivery', 'pickup']","207 W 14th St, New York, NY 10011",+12128585001,(212) 858-5001,3942.644185944472,"[{'text': 'Walk-in only restaurant. They do not take reservations. However, walked in at 6:15 on a Tuesday and was seated immediately, so not bad at all. \n\nThe space...', 'reviewer': 'Nina C.', 'reviewer_id': 'BWt3yY1QzCNgJtR7taHp4A', 'rating': 4}, {'text': ""This place is amazing. First of all, they're 24 hours, so stop by any time of the day/night, and second, the food is amazing.\n\nDefinitely one of my new..."", 'reviewer': 'Jon F.', 'reviewer_id': 'P_ZLRVplWytXDLIEJLzY0w', 'rating': 5}, {'text': 'My boyfriend and I arrived at Coppelia around 4:15 pm on a Saturday, when the restaurant was only moderately filled. Given the alleged popularity of this...', 'reviewer': 'Melissa F.', 'reviewer_id': 'QkFxOBmq4ey4973lM4x79Q', 'rating': 1}]",3,"C, u, b, a, n",vgg1dvDP-9tFWSacN4q0nA,1517
Okonomi,4,$$,https://www.yelp.com/biz/okonomi-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.712622,-73.9487843,"['delivery', 'pickup']","150 Ainslie St, Brooklyn, NY 11211",+19292950480,(929) 295-0480,2609.223417027954,"[{'text': '10/10 food\n10/10 service\n10/10 ambiance\n\nLoved my overall experience here. Came here for brunch on a Thursday and got their regular sized breakfast menu and...', 'reviewer': 'Maidi L.', 'reviewer_id': 'TRURO1HUchgv8VpXQ0gvPg', 'rating': 5}, {'text': 'The ramen noodle was too hard, like you are eating a raw pasta. The soup was fishy. The worst ramen i have ever had. Food is overpriced. \nThe service was...', 'reviewer': 'Yanji Z.', 'reviewer_id': 'N_IZc46HoiwP812PvWwuiA', 'rating': 2}, {'text': 'My husband and I started off my birthday weekend of eating with Japanese style breakfast at Okonomi. The meal brought me straight back to Japan, I really...', 'reviewer': 'Tiffany T.', 'reviewer_id': 'hQjN1FuYaB4pQACZwfrclw', 'rating': 4}]",3,"J, a, p, a, n, e, s, e",7OMGEtFWT6sdd9TVuoGqJQ,510
Red Feather,4,$$,https://www.yelp.com/biz/red-feather-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72975,-73.99893,"['pickup', 'delivery']","82 W 3rd St, New York, NY 10012",+16463604433,(646) 360-4433,3013.422557711343,"[{'text': 'The food was excellent! Came here with a friend on a whim and was very pleased.\n\nWe shared the milk bread, the crispy pork belly, and the cauliflower. The...', 'reviewer': 'Caitlin D.', 'reviewer_id': 'GH_BprrNu0cn-FUtfz8sXA', 'rating': 5}, {'text': 'Booked on Resy for a table for 2 during brunch and it went great! Service was friendly and attentive. \n\n- it was gloomy that day so we asked to sit near the...', 'reviewer': 'Cindy C.', 'reviewer_id': 'SNnKfYWIHB-cdGzoACvSQw', 'rating': 4}, {'text': ""I'd rate Red Feather four and a half stars.\n\nCame here with a few friends for dinner. We shared the salt & pepper cauliflower poppers, the garlic milk..."", 'reviewer': 'Joseph T.', 'reviewer_id': 'SqVUNVeYJblyoUz4e-Fiqw', 'rating': 4}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",NdfAypZmyfJk-nJIPaSx_g,86
Olea,4,$$,https://www.yelp.com/biz/olea-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.6877844,-73.9706046,"['delivery', 'pickup']","171 Lafayette Ave, Brooklyn, NY 11238",+17186437003,(718) 643-7003,2269.6275026168564,"[{'text': 'Five stars for their really excellent service and accommodations! We were a party of 6 and were able to get onto a table before a 2pm reservation time slot...', 'reviewer': 'Valerie G.', 'reviewer_id': 'y6CQimy-WdJi9A0rl2Hkfg', 'rating': 5}, {'text': ""I've heard rave reviews for Olea for ages, so I was excited to finally try this spot out!\n\nMy group had a reservation for 7 on a late Saturday morning, and..."", 'reviewer': 'Em M.', 'reviewer_id': 'Q_XHsKo9nzEsZw5uRm9v1g', 'rating': 4}, {'text': ""Love Olea and the food here. Highly recommend the  branzino, the Orecchiette Pasta (super chewy!!) and the seafood paella. I've dined and gotten take out..."", 'reviewer': 'Mandy C.', 'reviewer_id': 'P6w7dWa9nwzzEeHg70mqfA', 'rating': 4}]",3,"T, a, p, a, s,  , B, a, r, s",l9b8NbDyhKhnjLKtUwlPwQ,985
Blue Willow 夜来湘,5,,https://www.yelp.com/biz/blue-willow-%E5%A4%9C%E6%9D%A5%E6%B9%98-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.76292,-73.976546,"['delivery', 'pickup']","40 W 56th St, New York, NY 10019",+12122132299,(212) 213-2299,6197.113768482893,"[{'text': 'Amostphere had a nice touch of welcome. Comfort food and the drinks were spot on. I highly recommend.', 'reviewer': 'Philip C.', 'reviewer_id': '_87L1qcNzv2nR4_OqAUFaQ', 'rating': 5}, {'text': 'The food tasted great and was a good deal for the lunch price, would come again!', 'reviewer': 'Emily O.', 'reviewer_id': 'eVVcDBaScL5ljgx-ptYNow', 'rating': 5}, {'text': 'Excellent Chinese food !!!!  General tsao chicken  or fried pork dumplings are a blast!', 'reviewer': 'Eduardo Z.', 'reviewer_id': 'ntMx8uNguXmujGUzVog62g', 'rating': 5}]",3,"S, z, e, c, h, u, a, n",XsXLVWr1UZWVhKThNvNiaA,846
Shanghai 21,5,$$,https://www.yelp.com/biz/shanghai-21-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71441,-73.99902,"['delivery', 'pickup']","21 Mott St, New York, NY 10013",+12127666311,(212) 766-6311,1872.4414182913124,"[{'text': 'Overall rating: 4.8\n\nI absolutely love this place. I read the low reviews and I will admit- you have to figure out the perfect time to go because you might...', 'reviewer': 'Olivia N.', 'reviewer_id': 'uaAJzWR1iipChDerr_hFkg', 'rating': 5}, {'text': ""Best Chinese food I've ever had. If you're looking for an authentic Chinese food this is one of the spots to visit. It's a few doors down or next to Wo Hop..."", 'reviewer': 'Jackie L.', 'reviewer_id': 'lD8GSBes-stEDcQr0CKdKA', 'rating': 5}, {'text': 'Knew I had to come when I saw Black Truffle Soup Dumplings on the menu, and they did not disappoint! They were definitely well-balanced, with the truffle...', 'reviewer': 'Dan S.', 'reviewer_id': 'zxImnQ7ysdVpfCiRaoiK9Q', 'rating': 5}]",3,"S, h, a, n, g, h, a, i, n, e, s, e",R26zweQ8-xoZS7iHkXQOvw,1934
Le Petit Monstre,5,$$,https://www.yelp.com/biz/le-petit-monstre-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.696311154904876,-73.96770130204715,"['delivery', 'pickup']","82 Washington Ave, Brooklyn, NY 11205",,,1541.322410166411,"[{'text': ""Such yummy food and the shop is so cozy. It's a tad bit expensive though. Will visit so many more times! \n\nAyzha."", 'reviewer': 'Ayzha T.', 'reviewer_id': 'zfjLljlV9Z585Kkh3hy4hw', 'rating': 5}, {'text': 'Everything here tastes as good as it looks, which is potentially the highest compliment I could give this food. Their offerings are both Instagram worthy...', 'reviewer': 'Cøurtney S.', 'reviewer_id': 'ty78yBgkUuHCuxOe7nbphw', 'rating': 5}, {'text': 'Le Petit Monstre is a VEGAN patisserie, filled to the brim with the most amazing, magical baked goods, zen plants, and plant based milk lattes. Bakeries...', 'reviewer': 'Suanne L.', 'reviewer_id': 'dMbMRfmX5AApq-9ZvWjdrA', 'rating': 5}]",3,"P, a, t, i, s, s, e, r, i, e, /, C, a, k, e,  , S, h, o, p",Wv6jzavopKvQT7RqeXttKA,51
San Marzano Pasta Fresca,2,$$,https://www.yelp.com/biz/san-marzano-pasta-fresca-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.727966,-73.988382,"['delivery', 'pickup']","117 Second Ave, New York, NY 10003",+12127773600,(212) 777-3600,2446.0443992808805,"[{'text': ""Gabriella was so nice and patient and accommodating to us. Best service and food truly bottomless they don't let you see the bottom of your glass"", 'reviewer': 'Claudia L.', 'reviewer_id': 'zH0tEdyZ8b6vCGgujR3kUw', 'rating': 5}, {'text': 'Came by with a friend on a weeknight and were lucky enough to get a table immediately. While this place is fairly large, it always seems packed and I know...', 'reviewer': 'Jillian B.', 'reviewer_id': 'kJf1EKBbNK5qbSm5ofUFOg', 'rating': 5}, {'text': 'My fiancée took me and my mom to this restaurant for brunch since they had a bottomless mimosa special(more like orange juice and a splash of champagne) and...', 'reviewer': 'Salaam ..', 'reviewer_id': 'BIEALCuGje3ajhLNxrQsew', 'rating': 2}]",3,"I, t, a, l, i, a, n",k5fd-RSdG4IuXnnGSQ5oOw,1504
Tokuyamatcha & Onigirazu Bar,4,$,https://www.yelp.com/biz/tokuyamatcha-and-onigirazu-bar-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72399,-73.9802,"['delivery', 'pickup']","627 E 6th St, New York, NY 10009",+12123881276,(212) 388-1276,1867.2957618276932,"[{'text': 'Spectacular drinks and the rice sanwiches were incredible. Cannot recommend this place enough. Yummy!', 'reviewer': 'Karen W.', 'reviewer_id': 'lgJy-KKWNej_8sHYTYIMPg', 'rating': 5}, {'text': 'Good but... how are you supposed to eat it without it falling apart completely?\n\nI had the egg and ham onigiri and it was so tough to eat, since the seaweed...', 'reviewer': 'Vivian H.', 'reviewer_id': '5-dGV2Ci9S-gSUc__GIyvQ', 'rating': 4}, {'text': 'The lady at the desk was so nice and helpful when I ask for suggestions. Got a matcha latte and two of the sandwiches. Miso tuna avocado and spicy fried...', 'reviewer': 'Janet L.', 'reviewer_id': 'TN5fjyo50vm7qcJtAbTwkw', 'rating': 4}]",3,"C, o, f, f, e, e,  , &,  , T, e, a",ipAsHykRvgJzpx5hD8vTJw,74
Colonia Verde,4,$$,https://www.yelp.com/biz/colonia-verde-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.6897354125977,-73.970703125,"['delivery', 'pickup']","219 Dekalb Ave, Brooklyn, NY 11205",+13476894287,(347) 689-4287,2071.8324105206634,"[{'text': 'Colonia Verde\n219 DeKalb Ave, Brooklyn, NY 11205\n\nAmazing hidden Gem in Brooklyn. Colonia Verde is a rustic Latin American restaurant by the Cómodo team....', 'reviewer': 'Victor T.', 'reviewer_id': 'LJsSsjVVjtqyBONyUrACuw', 'rating': 5}, {'text': 'Hey, hey, hey! Are you ready for some elevated modern Mexican cuisine in a totally unique setting? Look no further than this hidden gem of a...', 'reviewer': 'Eddie I.', 'reviewer_id': 'vteUMhAFHAxIo-vo9-rM1g', 'rating': 5}, {'text': ""I've come here several times now over the last few years and stopped by again yesterday and realized I never left a review for this place. Overall, the..."", 'reviewer': 'Rachel D.', 'reviewer_id': 'npqai5ce_rZ1YOTJ84cjNg', 'rating': 4}]",3,"L, a, t, i, n,  , A, m, e, r, i, c, a, n",Pf3tk5fYN-GVxXWRokjIWg,231
Kimika,3,$$$,https://www.yelp.com/biz/kimika-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.720572,-73.995206,['delivery'],"40 Kenmare St, New York, NY 10012",+12122569280,(212) 256-9280,2025.4044715342593,"[{'text': 'Not going to lie I forgot what the name of the two entrees we got...oops! This was a nice dining experience. I like the ambiance of Kimika, quiet and...', 'reviewer': 'Jenna Z.', 'reviewer_id': 'SwyDlS0ado_bC2Q2EYZjrg', 'rating': 4}, {'text': 'Came here for dinner with a party of 4 on an early Friday night. We got three apps: shishitos, burrata pizzette and tuna tartare, individual pastas, and a...', 'reviewer': 'Blossom C.', 'reviewer_id': 'PLE8EVCDJD-99Hx6W576sw', 'rating': 3}, {'text': ""I don't think there's anything particularly special about this restaurant. I was really excited to try this place because I thought Italian-Japanese fusion..."", 'reviewer': 'Corliss K.', 'reviewer_id': 'MBeUx0ufA_yzBOznAP6Fig', 'rating': 3}]",3,"I, t, a, l, i, a, n",mlm40NxsVJUPnh3LTayaaw,333
Gramercy Tavern,4,$$$$,https://www.yelp.com/biz/gramercy-tavern-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73844,-73.98825,['delivery'],"42 E 20th St, New York, NY 10003",+12124770777,(212) 477-0777,3563.6380884303935,"[{'text': 'Wow, just wow.  From 2008 to 2019 my favorite Burger in the world was at the spotted Pig (first time I visited to last time I visited).  Now that they are...', 'reviewer': 'Andrew C.', 'reviewer_id': 'Q-OpR84RkmQ1eWkdzoBazA', 'rating': 5}, {'text': ""The food and service here is always so amazing. Like, whenever I come here I'm amazed at how delicious food can be. \n\nThe last couple times I've eaten at..."", 'reviewer': 'Halle S.', 'reviewer_id': 'Y__x6S1_xtlpgRU21WyfTQ', 'rating': 5}, {'text': ""As a general rule of thumb, I usually hold any place that's on the pricier side to a higher standard. I think it's something about the principle of the..."", 'reviewer': 'Tiffany W.', 'reviewer_id': 'dEcYAgpFD9KTIA2H1vrTKg', 'rating': 4}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",veq1Bl1DW3UWMekZJUsG1Q,3293
Kalye Bistro,4,,https://www.yelp.com/biz/kalye-bistro-woodside?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.74624,-73.90011,"['delivery', 'pickup']","39-06 64th St, Woodside, NY 11377",+18484448727,(848) 444-8727,7936.167767613193,"[{'text': 'Great spot for authentic Filipino food that will blow you away! My fiancee and I came for a late lunch on a Sunday and were able to get a table fairly...', 'reviewer': 'Wendy Y.', 'reviewer_id': 'OUZqZcwXR-WDkBR9L4GGwg', 'rating': 5}, {'text': 'I was here with one of the other groups I am part of around a month ago. We shared a bunch of dishes and enjoyed it. The portion sizes are slightly smaller...', 'reviewer': 'Glenn C.', 'reviewer_id': 'JPH-WOKa6EBMlpBGLIPuiw', 'rating': 5}, {'text': ""Once or twice a year, my foodie friends and I love to go to a Filipino restaurant to order mostly pork dishes. We call this our annual (or if we're feeling..."", 'reviewer': 'Andie E.', 'reviewer_id': 'pLShwmyQdLk_ZYBHU2yvIg', 'rating': 4}]",3,"F, i, l, i, p, i, n, o",W6Y7-LYJtlKhm-0W0eOF_A,29
Pommes Frites,4,$,https://www.yelp.com/biz/pommes-frites-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.730022,-74.000152,"['delivery', 'pickup']","128 Macdougal St, New York, NY 10012",+12126741234,(212) 674-1234,3109.4012943411435,"[{'text': 'Fries were so REALLY fresh! I really wanted to stop by to try one thing, the TLC (tequila, lime chili) sauce and it did not disappoint! I wanted to bottle...', 'reviewer': 'Samantha G.', 'reviewer_id': 'vAyOjHcAS9JoFI3CwPJMKw', 'rating': 5}, {'text': ""i've never had a bad experience at pommes frites. this was my second time coming here with some friends (one who has celiac's and LOVES this place) and we..."", 'reviewer': 'Cassandra W.', 'reviewer_id': 'r34gPxmODD22kTRGmrH4lQ', 'rating': 5}, {'text': ""Got the regular poutine - yummy. Definitely a meal for one person, it's a lot of food!\n\nThe inside is small and has a tavern feel to it. Good for a quick..."", 'reviewer': 'Natalie V.', 'reviewer_id': '8BHCb3e3ynkTsxq0i6-C9w', 'rating': 4}]",3,"B, e, l, g, i, a, n",uBGjcW-GuYy_qSvMykuISA,1102
Fishmarket II,5,,https://www.yelp.com/biz/fishmarket-ii-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72835,-73.98204,"['delivery', 'pickup']","171 Avenue A, New York, NY 10009",+16469227004,(646) 922-7004,2367.619895276818,"[{'text': ""Craving spicy noodles for the cold? Come here. \n\nThe laksa is the perfect balance between creamy, savory, spicy, and it's so full of toppings that it makes..."", 'reviewer': 'Jamie R.', 'reviewer_id': 'bcn6_UBsGssV2G2TKnh8Tw', 'rating': 5}, {'text': 'We got to try Malaysian food in NYC and noticed some differences. Their signature curry laksa serve with bihun noodles instead of the regular yellow...', 'reviewer': 'Elvi T.', 'reviewer_id': 'Tyb_FnUv3L0LqsYyL8FIAQ', 'rating': 4}, {'text': 'As a huge fan of Fishmarket in the FD, I stopped by the new location, one late night to pick up some food, and was so pleased that the quality followed the...', 'reviewer': 'Dove C.', 'reviewer_id': '1dQhHi_OOyLN8VH63AokcA', 'rating': 5}]",3,"M, a, l, a, y, s, i, a, n",wcrra8bgoqXVcZpMM5fE1g,27
Good Thanks Cafe,4,$$,https://www.yelp.com/biz/good-thanks-cafe-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71972,-73.98952,"['pickup', 'delivery']","131A Orchard St, New York, NY 10002",+16463704426,(646) 370-4426,1650.627669945725,"[{'text': ""Yummy brunch spot!\nIt's pretty cozy so getting a table may take a while so make sure to make a reservation. But its worth it.. really great food:)\nKimchi..."", 'reviewer': 'Renata G.', 'reviewer_id': 'JKGfEkxAcUJW4eMOzwF4tg', 'rating': 5}, {'text': 'Second time attempting to eat here after being unsuccessful the first. The hostess the first time (03/05/23) was very unfriendly to start while taking our...', 'reviewer': 'Isabel Z.', 'reviewer_id': 'fpwZwjhF84S6OkrzKYp8hA', 'rating': 2}, {'text': 'Food: 5/5 | Service: 4/5 | Ambience: 4/5 | Value: 4/5\n\nI decided to stop by Good Thanks for brunch with some friends a few weeks ago after seeing it so many...', 'reviewer': 'Brandon B.', 'reviewer_id': 'jv7s9vSeDIkEmtCNzf6X2Q', 'rating': 4}]",3,"C, a, f, e, s",vZevXSC1w27dEvXc2EHCEg,364
Esme,4,$$,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73322607409529,-73.95492695812946,"['delivery', 'pickup']","999 Manhattan Ave, Brooklyn, NY 11222",+13476893071,(347) 689-3071,3525.238531452832,"[{'text': 'Super cute restaurant! Esme is family friendly and dogs are welcome on the patio. We made a reservation for weekend brunch in the enclosed patio since we...', 'reviewer': 'Rachel G.', 'reviewer_id': 'zedwimHsDDdbygTpPJBjjw', 'rating': 5}, {'text': ""After looking at a bunch of menus for restaurant week winter 2023, Esme's was one of the one that seemed the most interesting to me. They have a lot of..."", 'reviewer': 'Samantha D.', 'reviewer_id': 'bIC3B9ODGU0afnfxMIdNtQ', 'rating': 4}, {'text': 'Cute spot, quality ingredients, but the price tag is a little hefty compared to the food that you receive. My friends and I arrived at 1pm for brunch on a...', 'reviewer': 'Skye H.', 'reviewer_id': 'OkFOax37Yu8sNMKIK1AfrQ', 'rating': 4}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",6gzQLjzJk25ePm_JS7ZAug,396
Petite Patate,4,,https://www.yelp.com/biz/petite-patate-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.677508,-73.969236,[],"626 Vanderbilt Ave, Brooklyn, NY 11238",+17185522609,(718) 552-2609,3406.5039711352238,"[{'text': 'When Greg Baxstrom first opened Olmsted, he intended it to be a neighborhood restaurant, but (lucky for him but not for us), it succeeded so well that it...', 'reviewer': 'Colette H.', 'reviewer_id': 'UmigptARopszgjs_M922Dw', 'rating': 5}, {'text': 'We shared the duck cavatelli, fried cornichons, steak frites, escargot, mussels, and burger.\n\nThe portions are small but reasonably priced.\n\nThe fried...', 'reviewer': 'Jack M.', 'reviewer_id': 'EOajY1L3ole3gLTCZ2xw1g', 'rating': 4}, {'text': ""I'm not trying to be a hater because I know they just opened, but I had been really looking forward to dining here after Maison Yaki closed (especially as I..."", 'reviewer': 'Meg L.', 'reviewer_id': '7MUVUH91wQ9VNCiSJrh1wg', 'rating': 4}]",3,"F, r, e, n, c, h",TivnXoTHWVUCt-O8eHxr1w,7
