Jenny M.,/user_details?userid=cRXubSrproLMpZPCglDE7Q,"Studio City, Los Angeles, CA",2/12/2022,5,"This was one of the most delicious dinners I've had in my entire life. And I'm not just saying that bc I was swept away by being in the venue that they filmed Carrie and Big's rehearsal dinner. My server, Victor, was amazing. He also helped handle and an uncomfortable situation with another guest who tried to (uninvited) join me for dinner as they sat me. He also walked me through the menu and helped me make decisions with each course. I will definitely be back!"
Tiff H.,/user_details?userid=jyP1l3VMAVU_66Cy3MlABg,"Manhattan, New York, NY",8/28/2021,5,Delicious full of flavor food! General Tso's chicken dumplings are a must!!! Banana cheesecake was incredible and a Lychee martini to start. The martini was not over powered with strong liquor it was a perfect blend that paired quite nicely with dinner.
Fred C.,/user_details?userid=mTeqouCD634tuXOXDp_Iuw,"Miami Beach, FL",8/20/2021,5,No comment
teet j.,/user_details?userid=UwSOKOimX1iXCRc7CQlMVg,"Kearny, NJ",6/11/2022,5,No comment
Jessica S.,/user_details?userid=r7imbrOR6fQTWEtJCOajnA,"Hillsborough, CA",7/14/2021,4,No comment
Catherine G.,/user_details?userid=OC68LrJfrUA5QyQj7n2cSw,"Lafayette, LA",3/25/2022,3,"The dumplings and tasting menu especially were incredible. I'm not one to revisit a restaurant and this was our second time back. Now that we've visited (again) we've noticed a pattern in their service. It's super rushed. The first time we felt this way as a couple. This time our group commented about the exact same thing. It sort of feels like despite the fun, relaxing vibe that the service is focused on rushing through the meals. I would definitely recommend for the menu, but maybe not for the experience."
joanne m.,/user_details?userid=MNAOfs1ozmGjKJPZYDiE-A,"New York, NY",3/3/2021,3,No comment
Enrique G.,/user_details?userid=k9nwJUaDD0hVSV-cndFc2Q,"La Jolla, CA",1/15/2020,5,No comment
Justin B.,/user_details?userid=5QmjhC5u-kneJy_MWc0yXw,"New York, NY",1/17/2021,4,No comment
KC C.,/user_details?userid=bgqy_49Xc4hDiFZxAuFRPg,"New York, NY",3/22/2022,3,"For what it's worth, Buddakan is a beautiful experience. From the moment you walk in the vibe is exactly what you want it to be. Then....there's the food. My friend and I were excited to try and had some time to kill before our reservation so we had a few apps at a place down the street. So when we ordered our actual food from Buddakan we were fairly unamused by the quality. The noodles were average, duck was somewhat dry, and the dessert was burnt. Maybe it was a bad night, maybe it was just overly hyped. Either way, I wouldn't rush to go back."
Nicole B.,/user_details?userid=NsJDiQ1rGtsa6tHR4HZZ6w,"Philadelphia, PA",8/8/2021,3,No comment
Madhoo R.,/user_details?userid=y7_MYApBkPruY-PtZNkjJQ,"Manhattan, New York, NY",3/29/2021,5,No comment
Prianka S.,/user_details?userid=jgzWg4nGuWHJurC0pZel7A,"Hoboken, NJ",9/12/2020,5,No comment
Cynthia Z.,/user_details?userid=fd1HH94cxSMd7kQowYcP3A,"Manhattan, NY",8/24/2019,5,No comment
Sha M.,/user_details?userid=tw1j_PEjcSjg_w8-pJevQw,"New York, NY",10/9/2019,5,No comment
daniela a.,/user_details?userid=2CFQRURJxj9V3xWd1pKShg,"PECK SLIP, NY",12/13/2019,4,No comment
Pia L.,/user_details?userid=1y7Eb8Q_AQfccYoPmbs56w,"The Hamptons, NY",10/26/2020,5,No comment
Mitali B.,/user_details?userid=2rrJFapfhAb-Yi18JcPXNw,"Trenton, NJ",10/15/2021,4,"Hot spot in Chelsea market. Massive Asian-fusion clubstaurant has two levels with a big sunken dining room that looks like an upscale version of the dining hall at Hogwarts. The food and service is great. We ordered TSO dumplings, MA LA Chicken. We finally ended with chocolate and banana cheesecake both had good flavor and not overly sweet. If you have big bucks to spend, you must plan budakkan."
Jin H.,/user_details?userid=kkUrzI4-01gZX20Ojx9Yrg,"New York, NY",11/16/2021,2,No comment
Khanh V.,/user_details?userid=k9IYSDDvlwc94KN9COZBCQ,"Wallingford, CT",3/24/2022,4,"Great for date night! On the pricier side and food is only ok, but worth it for the vibes. Their wine selection is also great"
Stacie C.,/user_details?userid=MvwxTiPhDoG9tr5zXoeNRg,"Freeport, NY",8/7/2021,4,"The customer service was excellent especially hostess. I was sitting in the area bcas they had no availability in the restaurant, she went out of her way to offer us a table once they had a cancellation. That's why I gave them 4 stars, the food is 3."
Kartik T.,/user_details?userid=e65Ls-AR8IyojHVJbZ2R0A,"Scotch Plains, NJ",4/8/2021,1,No comment
CaroSam M.,/user_details?userid=NscUpDaTi70-zLFYULPjPQ,"New York, NY",4/28/2022,4,Sexy atmosphere but nothing striking about the appetizers. Drinks were good. I recommend coming at least once for the ambience.
Ashley V.,/user_details?userid=dcagv6WcN6elJOODuYaCRg,"London, United Kingdom",3/22/2022,5,Super good service & food. I like the tuna tartare roll & dumpling sampler/tower. Great restaurant to celebrate a special occasion!
Tahir A.,/user_details?userid=T2gH3azj_24N4DiyoPPZQQ,"Orlando, FL",6/15/2021,5,No comment
Connor B.,/user_details?userid=cASe2VEmuP3itXijOpAC4A,"Glen Cove, NY",1/9/2022,2,No comment
Pamela H.,/user_details?userid=fgFW-n5IwX4EuUpmcXDAyw,"Royal Oak, MI",2/19/2022,5,"This place was off the hook! Great food, great drinks, atmosphere! Love the area and can't wait to go back. It's on my list of top restaurants for sure! When in NYC, you must make this part of your plans."
Dayler C.,/user_details?userid=VEiqtMa4jt0zj7PAVg2mmw,"Manhattan, New York, NY",5/4/2022,5,No comment
Carolina M.,/user_details?userid=ULHtJRTfDUbvFCnLB0vh6A,"New York, NY",11/2/2021,5,No comment
Nakita H.,/user_details?userid=O0dU7u_NjEzPPbIQwaIKmA,"Houston, TX",5/26/2021,4,No comment
Kendra E.,/user_details?userid=jfwoB55Wh6MhFvaVHmuXhw,"New York, NY",10/1/2020,5,"It was my first indoor dining experience, and I enjoyed it. The staff from the front of house were pleasant, helpful and maintained eye contact, the manager Mark, was also a delight. Paula our server was just wonderful, engaging and informative. Cocktails were great, food- extra phenomenal. I had the whole applewood smoked sea bass (YUM) and my date had the Kung pao monkfish which was also very tasty. For starters where the Peking Duck salad and the northern pacific oysters. Each and every plate a welcome surprise."
Stefanie M.,/user_details?userid=B9NLsaJ_0Cq2M9_GjbScJQ,"Suffern, NY",5/16/2021,5,"First time here and an absolutley amazing ambiance and vibe. We had an early dinner reservation for 4pm and were one of the first seated in the upper dining area. I wasn't sure what the differences were between bar seats/table reservations but, once you visit you will see that the main dining area with the infamous steps and chandeliers is the lower level. The menu has to be scanned via smartphone/QR Code and we were reminded that we had 2 hours to enjoy our meal. Food was made to order and very delicious, we didn't feel rushed either. Looking forward to trying other menu items here. I reccomend the crispy cauliflower lollipops, general tso's dumpling, hot chili rock shrimp, and the charred filet (beef)."
Cassidy R.,/user_details?userid=fCicfFUuwx7pemE4ddoIxQ,"Brooklyn, NY",7/1/2021,5,"This place is amazing!!! I came here last week for my boyfriends 25th birthday. The ambiance is wonderful, the food is great and the drinks are so good. Our waitress was super sweet and attentive (I wish I would've caught her name). For drinks we ordered the Answer and it was really good. Mine was a little sour at first but it went away the more I drank. We ordered the chili rock shrimp and the general tsos dumplings. Both were great. The general tsos comes super hot so be careful! For dinner we ordered the lobster fried rice, the charred filet of beef and the sweet and crispy jumbo shrimp. Everything was cooked perfectly. My boyfriends birthday was amazing and our first time at Buddakan was great. Can't wait to come back"
P P.,/user_details?userid=m_GiJOusF4p_daCYZTSqFg,"Brooklyn, NY",8/12/2021,3,No comment
Marilyn Y.,/user_details?userid=j6_jiLD0oIfsjLusrz6kyw,"New York, NY",6/9/2019,5,No comment
Jeanette Jane G.,/user_details?userid=25sFVhGgZq0pQ-uZRtCKqw,"San Francisco, CA",8/16/2019,5,No comment
Marissa N.,/user_details?userid=uJnMZCQQPJ_tzehiGPzu1Q,"Los Angeles, CA",5/3/2021,5,"Buddakan is my every time New York must have!!  I love everything about this place. Drinks are made fresh to order! ORDER THE LEMON DROP it's off the menu (the lemon is freshly squeezed).The best dishes I've tried to STARTER: tuna tar tar spring roll & chili rock shrimp. MEAT: short rib , and off the menu : vegetable low mein."
Duwayne F.,/user_details?userid=OMNT5vDhcz72MjS-y3GVXw,"Alexandria, VA",4/9/2022,1,No comment
James K.,/user_details?userid=95fAG29wM7tKpGmxxNA_pw,"New York, NY",6/5/2021,4,"The cuisine was, as always, excellent. Oxtail dumplings, carrot dumplings, short rib and scallion pancakes, roasted chicken congee, tai shan cauliflower, vegetable rice, and a nice glass of the cab were all excellent, delicious, and I would highly recommend them all, knowing you can trust anything on the menu. Our waiter was also excellent, informative, responsive and personable. The only issue was on our arrival and this is a note to anyone over 55 (maybe even 45): the phalanx of skinny girls looking past you with soulless eyes at the reception desk will try to seat you in the bar area or hide you in the corner of the back room of the back room based on your age. So be prepared to ask for what you want."
Maya N.,/user_details?userid=Zt461SkD4LXZpB_QnYHuLQ,"New York, NY",5/8/2021,5,Will come back and review for the later but basically it is the same as Philly with a slightly better location
Eric S.,/user_details?userid=6duzwRns-lOc_-nsLHm9kQ,"Manheim, PA",1/30/2022,5,"Hard to find as the outside signage is understated. This is an enormous, classic restaurant... perhaps in the top 3 in the city! We will be back!"
Simone W.,/user_details?userid=JueqjJsKEaWsivh7nQftdg,"Peekskill, NY",1/23/2022,4,"Went to Buddakan yesterday for my birthday. Everything was so good. The restaurant has a dark and intimate feel. The service was great. I recommend making reservations ahead of time which we did,  our wait time was less than 5 min. The General Tso dumplings were so good as were the steamed sole and the crab sticky fried rice. The drinks were typical but not bad. The food is a little pricey but worth it. I'd recommend and will likely be back. Sorry too busy eating to take pics"
Linda M.,/user_details?userid=Fk5PQW5coxd1NxWNcVQc-g,"Kinnelon, NJ",9/27/2022,5,"Really loved this restaurant.  It has a very elegant and modern vibe with high ceilings and a full bar.  The food exceeded expectations and our server Justin didn't disappoint with excellent recommendations for small plates, drinks and desserts.  There were delicious dishes with duck pork and chicken and many options for the vegetarian in our party.   She loved the edamame dumplings and crispy cauliflower lollipops.  Highly recommend coming on a date or with a group of friends.  The food and service are wonderful."
Ran N.,/user_details?userid=Pfn_zSEL0vu50tNVn5j25g,"Kirkland, WA",2/18/2022,5,"Great evening out in the city. Grandiose settings, vibrant crowd, tasty food and friendly service. Loved it and hope to be back soon."
Gina K.,/user_details?userid=dkZvyy0cyN-gIIOA6CXGYQ,"Duluth, GA",7/22/2022,2,"I visited NYC a week ago and had heard great things about Buddakan. Great menu and really nice interior (although a little too warm) but the host team, especially the front desk staff, was really unwelcoming which put a damper on the mood, and the food was kinda a let down :/"
Eric C.,/user_details?userid=7yw0UmB_WYdDouFOYIwuhQ,"Manhattan, New York, NY",10/7/2021,2,No comment
Lauren F.,/user_details?userid=BaQbpZodzfYMEyTX1YTdwA,"Chicago, IL",8/20/2019,4,No comment
Bobby C.,/user_details?userid=ba-I2BswnDLpLR5NCBr1MA,"Bronxville, NY",8/11/2021,1,No comment
Bella V.,/user_details?userid=mTUpondIgSv5uky2J50qCA,"Santa Monica, CA",9/15/2022,3,"Summary- food mixed- some hits (coconut rice & cauliflower lollipops) & misses (wild mushroom chow fun- way too heavy/Smokey sauce). Beautiful rooms, but many booths crammed together & some  spots acoustics/ people seated near you feel the need to shout. Service- Very good place to go if you want to linger (so that too is good and bad).  About 1 hour before the starters came, without any interruptions by the waiter about delay (or apology). So again, if that's what you want..."
Kashif K.,/user_details?userid=bAG7y3qbpTv3hzIpx4Wf2g,"Manhattan, NY",3/5/2019,4,No comment
Ayesha T.,/user_details?userid=7L7GL5Pi2cf8mbm2Dpw4zw,"Malvern, PA",4/21/2021,5,Oh the food! So good!  Each and every dish was heavenly! the service was excellent ! Always consistently good food!
Steve R.,/user_details?userid=hepUkM3kxlRDJ-oWJ5PO8A,"Woodmont Triangle, Bethesda, MD",8/3/2019,5,No comment
Leah L.,/user_details?userid=IfxYpiMQAJoPZqYDY5MU_A,"Los Angeles, CA",1/31/2022,1,"The most confusing service!!! It seems like there's one waitress for the entire room of 10 tables. I'm sure the dark bathroom is a design choice, but I honestly can't see shit. The plates and utensils given are inappropriate for each dish, and the placement of each dish is on the side end of the table. When I was walking to the bathroom, one of the waiters yelled at me because I was in his way. Nothing makes sense here. Worst experience for my 130 dollar spent..."
Elle M.,/user_details?userid=0HVsi7VZVn-H-D0F7qGfAg,"Manhattan, NY",3/5/2022,3,No comment
Gia I.,/user_details?userid=p5OAwWa3NP48z_kmX3XNwg,"Newark, NJ",3/3/2022,2,"My friends and I came here for a birthday dinner and I was very disappointed. The lobster rolls and lobster fried rice was the best thing that was ordered. However my boyfriend and I ordered the sea bass, Alaskan cod and the charred broccoli and it wasn't good at all. The sea bass had a weird smell and after taste and the cod was under seasoned and overly sweet."
Brian M.,/user_details?userid=xT_iguHXgDDUFwkHlOGZjA,"Brooklyn, NY",2/10/2019,4,No comment
Tareq B.,/user_details?userid=2IKsol74BpCoDoWcfulbSw,"Carmel Valley, CA",4/6/2019,3,No comment
Christina V.,/user_details?userid=rnbtjrCgKS3-T7n0mrrBqg,"Long Island City, NY",5/25/2021,4,"Beautiful interior. Exceptional food. Had the duck, pork buns, edamame dumplings, Broken Chili Chicken, short ribs, lobster fried rice, Asian green stir fry, tuna tartare spring rolls, and Kung pao monkfish. Was plenty for six. Downside was drinks had very little alcohol and filled to the top with ice. It's loud inside and dark, so take note."
Semina B.,/user_details?userid=wQtvtI-eTQ3-mdT0U_k52w,"Newark, NJ",4/30/2020,4,"You get what you pay for which ain't much on the plate, but it's a super nice place. Even with a reservation the wait was about 45 minutes, but eventually we got seated. The lighting was dark for my liking, but the decor is beautiful. Not much of a fan of Asian cuisine, but I wasn't the birthday girl. I was looking through the menu for something familiar, and there it was. Jumbo shrimp, and not much of else. How do I finish all my meals? With something sweet, of course! Banana cheesecake, maple ice cream, spice cookie, bourbon. Now that my fellow Yelpers hit all the right sweet spots and then some."
Bina S.,/user_details?userid=2uU0QTGgGirkp05eSVr1mA,"Brooklyn, NY",1/18/2019,4,No comment
Shanah C.,/user_details?userid=abSv4EROV16qmh0W-xHZAA,"La Mesa, CA",6/14/2021,5,"My ONLY complaint about this place is it is SOOOO dark?? I'm all about some ambiance, but damn! It's almost like you need a flashlight to get to your table! Large dining area in the center of the restaurant (for large parties) is super sexy! The Chow Fun was DELICIOUS! Service was fine, nothing extra. Never been disappointed by a meal here."
Jon P.,/user_details?userid=ZCNoEWdYWCMRkARuI4RQLA,"Deer Park, NY",9/10/2022,5,"Great restaurant, friendly service, nice vibe everything we ate was good. I recommend the duck for 2 and the pork buns."
Ely H.,/user_details?userid=x9HF4Y-A9nagWMxLSnGZeA,"Pittsfield, MA",4/23/2022,5,"Buddakan is, to say the least, one heck of an experience! The restaurant is absolutely stunning, decorated ornately with East Asian art and sculptures. The main dining room is breathtaking, and the lounge area is very classy. All that being said, this restaurant is for no casual occasion for the average diner. Dishes are very expensive, but certainly worth the price. I highly recommend the peppered beef and sausage fried rice."
Kristie H.,/user_details?userid=mJUY3daLgnaLPrz-P9VLZQ,"Charlotte, NC",12/23/2021,5,We come here all the time. The ambiance is so cool and the food is always great! Definitely need to make a reservation well in advance.
T. G.,/user_details?userid=ZNBP9qw12eHgIuWAMba3yQ,"Hoboken, NJ",2/9/2019,4,No comment
Will H.,/user_details?userid=G8iik7YYh8Ha2FLJwTItRw,"Atlanta, GA",2/22/2022,5,"First time at Buddakan NYC and I was thoroughly impressed. Everything from the interior design to the food was exceptional. Our server did an amazing job making sure we were accommodated. We ordered the oxtail dumplings, sweet & crispy jumbo shrimp, lobster fried rice and we finished everything with the crying chocolate dessert. We were definitely pleased and I can say I will be back again."
Venise H.,/user_details?userid=-HdiMbH9yT5i1oXLoLSriA,"Flatbush, Brooklyn, NY",3/13/2021,3,Beautiful restaurant and great service but this was the worst lobster rice ever. Extremely lacking flavor and just bland.
April J.,/user_details?userid=JOIvD237bSX1pav5V5K8sQ,"Bronx, Bronx, NY",5/11/2021,5,"My husband and I love to travel around NYC and then tell our friends/associates where to go. This will definitely be on the list of new spots in the MPD. My only regret is that I haven't been here sooner! Food was delicious and without bougie ""our restaurant is cool"" prices. And don't even get me started on the decor! Great for dates and girl's nights. I will be returning...probably within the next three weeks lol."
Colette A.,/user_details?userid=bEkBoX4Hbo0TAzr5Zv4kXw,"Manhattan, New York, NY",8/31/2022,5,"Perfect for a fun group dinner out or for a special occasion. The inside feels so glamorous, and one of the nicest Asian restaurants in the city. The soup dumplings in my opinion were the best, even though people rave about the edamame dumplings (I didn't care for them). This is a great place for sharing so going with a group is ideal. Their cocktails are great with their blush pink lychee martini being my fav."
Helen M.,/user_details?userid=GuPmIcKCY-Yiv__3OP3zGA,"Miromar Lakes, FL",7/11/2021,4,"Great atmosphere, although somewhat dark, very trendy. Great service. I'm not a huge fan of sweet tasting meals and I did find a lot of their food to be somewhat sweet, but the rest of my table really enjoyed everything. We got the black cod, which I'd highly recommend. The whole sea bass was also very well cooked. I was a big fan of the spicy cocktail I got, Answer. Overall a lovely evening with great food."
Sofia D.,/user_details?userid=7Mn9YgLsKZ6msRx19-2pSA,"Manhattan, NY",6/11/2021,1,No comment
Anita S.,/user_details?userid=PXt9Q0ZcMsZWmdeVFZa1wA,"Keego Harbor, MI",3/20/2020,5,No comment
Shanita M.,/user_details?userid=Hh7ZLceB64UeFx5YhTih3g,"Bronx, Bronx, NY",3/22/2019,3,No comment
Petrina R.,/user_details?userid=d4NUXaFEi8ZIQ43kMlBx7g,"Brooklyn, NY",1/14/2019,5,No comment
Vernard G.,/user_details?userid=-gNyPpCYt6MReyG0IqszFg,"Charlotte center city, Charlotte, NC",8/13/2022,5,Everything!!!!! Quality in every sense! The service is what the standard should always be if you are serving guest. Top notch food and essence. Everything!!!
Ee Vonn Y.,/user_details?userid=cPcStFGBlk-6lWWsttIfVQ,"San Jose, CA",11/19/2018,5,No comment
Gabriel E. M.,/user_details?userid=7t-7_k0ElDm1i30pNVfV1w,"Manhattan, NY",7/22/2021,5,"I love this place. Food was really good, it has small plates so definitely you must have different plates at the same time for a good experience, i was with my family and it was a problem with the check bc they added something that we didn't order, but the rest was good, they gave us free shots for their mistake and that makes the experience even better. Thank you for exists"
Crystal S.,/user_details?userid=h9gA2ApaQDTGDVPlkOBIlQ,"New York, NY",1/1/2022,5,"Just got back from Buddakan and I must say I'm thoroughly impressed by...everything. The food was outstanding, the service was impeccable (it's like we had our own wait staff at all times, super attentive), and excellent vibes. I'll definitely be back to get tie tasting menu again and the Chi! Love it and hope this place never loses its flare."
Maria V.,/user_details?userid=x3i1zNsZh9XmcG8WHYCTvA,"Jersey City, NJ",10/16/2018,4,No comment
Melanie D.,/user_details?userid=Butq-0nTDYKFtSlpjmud3g,"Queens, NY",10/20/2018,5,No comment
Ash B.,/user_details?userid=auSug6KlYDso3OwkjMqdEg,"New York, NY",2/14/2022,1,"Good food but poorly managed establishment, not a reliable choice for special occasions. We received a call on the morning of Valentine's Day letting us know that they were canceling our  reservation for the evening due to over booking. We had booked our table online days before, and received confirmation. They offered to reschedule for another day but we declined as this was for an obvious special occasion. Mistakes happen, but the last minute handling and ""resolution"" was a real disappointment."
David A.,/user_details?userid=TeuoaDbuEz05PHMk8ujdIg,"New York, NY",4/23/2022,5,"What is there to say? Buddakan is amazing. The environment is incredible, the staff are professional and attentive, and the food stands out."
Tiffany V.,/user_details?userid=QwLslom63DslyIH94RcvQA,"Brooklyn, NY",2/28/2020,4,No comment
Carlos M.,/user_details?userid=px7Oii4b3bM6GVK6UH0Rdg,"Valley Stream, NY",1/28/2022,5,First time at this restaurant and all I have to say is wow!!! The food is amazing and my server Craig was an absolute doll. He was super knowledgeable about the food and how it was prepared and he gave me the absolute best suggestions from the menu. Graig need a raise! Overall I am extremely happy about the service at this restaurant. Definitely coming back again and I hope I get the honor of having Craig as our waiter!
Tiffany A.,/user_details?userid=6YbU4Gvc_P_IcAoeV_Nihg,"Orlando, FL",1/6/2020,5,No comment
John A.,/user_details?userid=2FxBGAoHJ2TeEWiHaQdVRA,"Jamaica, NY",2/15/2021,3,No comment
Nicole F.,/user_details?userid=QDoHFn0sfxXsEgzDlN1tag,"New York, NY",2/11/2021,2,No comment
Angela B.,/user_details?userid=SaJl9QYDAE6ydicNOpsHgw,"Mount Vernon, NY",2/21/2021,4,"Per usual, great dining experience, even with the COVID-19 precautions in place. Favorites were the oxtail dumplings and sea bass...probably the best sea bass I've had in my life! Delicious preparation, smoked over an applewood plank. *chef's kiss*"
Rochell S.,/user_details?userid=pqNiAATLDW-iGm7vpX9dSA,"Brooklyn, NY",11/14/2020,4,No comment
Liz T.,/user_details?userid=a3ByeB0FoQCU0FjcrmgNNg,"Teaneck, NJ",2/29/2020,5,No comment
Katie B.,/user_details?userid=02XIFrNGIGga2ot7guZe3A,"Astoria, Queens, NY",12/26/2019,5,No comment
Meghna S.,/user_details?userid=KrGxAWG0fMeHBmlXtd1zLw,"Manhattan, NY",1/19/2019,5,No comment
Angel X.,/user_details?userid=sJ1qaQ13gOIIRu12QAzB3w,"Culver City, CA",1/24/2021,5,No comment
Johnny G.,/user_details?userid=VEjMxVnvI3g1CvjMjj5PSg,"Brooklyn, NY",9/12/2018,5,No comment
Bayley S.,/user_details?userid=izX4ZDajY-cC17fZ3n16Vg,"Denver, CO",6/8/2022,5,The food is really delicious. The edamame dumplings are a must. Crab rice was ok but I think we could've done better. The interior is over the top but definitely fun for a sceneny night out. It's a bit hard to find.
Susan H.,/user_details?userid=c2Ey5yS0Vmjl1XCJiH8WUw,"Brooklyn, NY",8/29/2018,4,No comment
Kevin E.,/user_details?userid=RcTBjhJ6LX3SM7eHMfGb7w,"Santa Clarita, CA",12/21/2021,5,"Service was excellent (Aziz was our waiter-outstanding). Food was great. Ordered the sausage fried rice, steamed fish and crispy tofu (must have). Everything was very good"
Hammad M.,/user_details?userid=2wPV44PT0aaqEQTT4UMa1A,"Philadelphia, PA",6/21/2022,5,"Made reservation late and had no problems, they accommodated us. My wife and I have had a tasting menu but ppl we were dining with never had. This menu is has portions that are shareable even on tasting menu; we had way too much food. The duck salad was a star, 10/10. Food all around was great. The dessert was superb and was a fantastic finish to a wonderful experience"
Jacqueline K.,/user_details?userid=8D-GlXiMHOjLJPkzqRxeAA,"Burbank, CA",3/14/2020,5,"Loveeeeeeeeeee. Every time keeps getting better and better. The oxtail dumplings, the mushroom noodle stir fry, the yellowtail sashimi, tuna tartar egg rolls, the Yumminess does not end! Trust me. We keep coming back. You will not be disappointed. Try to get a table In the main dining room. You'll love it. You can't be in nyc and not go to buddakan. Just wish they still had the banana pudding."
Ariel L.,/user_details?userid=rd0uYc8yXgaFlbau-At_aQ,"Long Beach, CA",11/17/2021,5,No comment
Anton T.,/user_details?userid=zMfk4XjtbOTxXhwP70gp2w,"Staten Island, NY",2/15/2021,5,No comment
Ashley A.,/user_details?userid=8jjehis6pXL64h-joptOjA,"Paramus, NJ",7/6/2022,5,"best resturant in nyc!! absolutely amazing food, the services is great and the atmosphere is great as well. have been many many times and never disappoints!"
Holly C.,/user_details?userid=qpQ9CmFoy-agY4E41GiV_g,"Bronx, New York, NY",4/11/2021,5,"This place is beautiful to the eyes. If you go here you must sit downstairs. The community table, the chandeliers and candles are so pretty. Came here with my girlfriends for a night cap and appetizers. We ordered the crispy salmon dumplings $18 which were amazing, it came with 4 pieces. Glasses of wine 15$ and up. Our waitress Jeannette, shout out to her! She has such a great vibe, great customer service and super sweet. We always have a good time but appreciate great customer service. We'll be back again"
Zhi W.,/user_details?userid=ukzOoivd6r4187JdpIS8kw,"Brooklyn, NY",2/12/2020,5,No comment
Kris M.,/user_details?userid=ufqLV2zSjJSORMcqY_ym8w,"Atlanta, GA",5/24/2022,5,Amazing atmosphere coupled with delicious food makes a wonderful outing in NYC!! The drinks were on point too (the Froze was great)! We left totally satisfied and will def keep this place in mind the next item I'm in town! Please open one in ATL
Casey H.,/user_details?userid=kUj58uOImZSCXZ-kf-wJWQ,"New York, NY",1/4/2020,5,No comment
Vinny P.,/user_details?userid=P4LMxl5SqXS67OLh92BTBg,"New Hyde Park, NY",2/9/2020,4,No comment
Marie J.,/user_details?userid=VpQ_qiNZbcUm_McFRm-CHg,"Manhattan, NY",6/6/2021,4,No comment
Basia L.,/user_details?userid=6Rotk9CQPR3ICw6FiuX2-w,"Baldwin, NY",10/29/2019,4,No comment
Johnny Y.,/user_details?userid=_yaURqWoqkU1tT3THrolZw,"Somerset, NJ",1/28/2020,3,No comment
Charlene E.,/user_details?userid=rEiTCjHtU2Yg7bCE4VoJ1w,"Boston, MA",3/1/2020,2,"Not it at all. I wanted to like this place soooo bad but their service sucked. For what it's worth, I enjoyed the ambience and I would def come back only for drinks and the ambiance. But their food lacked flavor and I was left disappointed. My sister and her fiancé brought my mother and I here while we were in town and my mother was not pleased about how long we waited. Our reservation was for 9pm but we were not seated till after 10pm. My mother doesn't even like to stay out that late and we were all hungry from a long day. My sisters fiancé also felt really bad for bringing his future mother in law there. I tried to cheer him up and let him know this was out of his control. All that for subpar food. Smh."
William R.,/user_details?userid=20xEcOUoS89Pgdirvj4WdA,"Union City, NJ",2/15/2021,1,No comment
Ashley A.,/user_details?userid=i394MYLbRqMAV9YLcBF2Xg,"Bellerose, Queens, NY",8/20/2018,5,No comment
Diana R.,/user_details?userid=l5thfweHFTWnpcENck7Bjw,"Brooklyn, NY",10/15/2019,5,No comment
Edward W.,/user_details?userid=P4Td3m5oMGZGTfDVZzgztg,"San Mateo, CA",5/25/2018,4,No comment
Dove C.,/user_details?userid=1dQhHi_OOyLN8VH63AokcA,"New York, NY",6/7/2018,5,No comment
Zaynab A.,/user_details?userid=GvexbAKcHBcT7MFlQ5rD7Q,"New York, NY",6/18/2022,1,Such bad service absolutely rude staff don't recommend for this reason however the food was delicious
Kris Y.,/user_details?userid=uZbG8iEcYmZnW9qbahj2tw,"New York, NY",11/8/2020,5,No comment
Nik G.,/user_details?userid=XaAbaoTX8JnTp33Po8sH6A,"Burleith - Hillandale, DC",5/12/2021,5,No comment
Jenny P.,/user_details?userid=mQQOu0qTdA-b6IglEXhCMw,"Deptford Township, NJ",10/17/2022,1,"Wow...if I could give ZERO stars I would. No appreciation for our business or money. The whole vibe is snooty and dark and loud blaring music no class. The server was not attentive and initially charged a $4.50 soda that we didn't want because we didn't want ginger ale. He also didn't take it off our bill until we pointed it out and pointed it out to remove it. The portion sizes are completely disproportionate and completely exorbitant for what they charge. They say it's family style but their portion sizes make it for a family of 1.5. Their dumpling skins were too thick and some parts were too touch and inedible. The wild mushroom chow fun was overly salty. I would NEVER return for the lack of value. Also I mentioned we were celebrating our anniversary and NO ONE EVEN BATTED AN EYE NO MENTION NOTHING. It's like ""Be glad you can say you ate here"" vibe and it rubbed us the wrong way. We will never return and spend our money here. We will make sure we tell our friends NOT to go here."
Annie A.,/user_details?userid=VUPTJ3VqU0heWFWGFbn1qA,"Morristown, NJ",11/18/2018,4,No comment
Ankit P.,/user_details?userid=cNBiRbZufgsK03_V5eHRsA,"St Charles, MO",5/27/2022,1,Not impressed at all.  Very over rated. Food was and service was sub par.  We were never asked how our food was.  Server was difficult to understand.  Overall not happy for the hype of this place.
Garima P.,/user_details?userid=rEWEh8Mc-YmGTlEhuxFvdg,"Upper East Side, New York, NY",9/7/2021,1,No comment
Christopher C.,/user_details?userid=JezKq0rdgWtFyvEbSKFr1w,"Brooklyn, NY",5/26/2022,5,I have been coming here for years and bring every tourist or family member to this spot ...There is nothing bad to say and only good things ....Beautiful food / Great service and wonderful decor ...glad they survived the pandemic
