Jennifer G.,/user_details?userid=U60_AeUUzNwuAkK9qRnfJQ,"Manchester, MD",4/4/2023,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew 
Lexie F.,/user_details?userid=X4i1xJSxQ9B-M-5RaNJVmA,"Manhattan, NY",7/20/2021,3.0,Had heard about this place before and had been wanting to try it for a bit! I always pass the Soho location but tried out the one in Chelsea. Came in on a Sunday morning and the staff was really nice and got us seated quickly without a reservation. Wide variety to choose from on the menu but I just ended up going with the mediterranean breakfast. It was good but in my opinion not worth the $16. The eggs were straight up on the plate which is ok but since they were over easy would have preferred on bread or something else. There was not enough pita and the avocado was also just there. The green sauce though was amazing. Didn't try any of their drinks but they also looked good. The ambience was really great though and it was definitely giving Sunday morning brunch vibes. Probably wouldn't come back but happy to try it.,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kloi M.,/user_details?userid=7Mot-39vdCsjEjIxHvOsbg,"San Francisco, CA",6/22/2021,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Swathi K.,/user_details?userid=pKGELJgSrOhsffaF-TZYaQ,"New York, NY",2/6/2022,4.0,"My first time here and it definitely lived up to the hype as one of New York's favorite brunch spots! The staff was so accommodating and welcoming and brought out drinks and food at the perfect time. We got treated to the Malva pudding by our wonderful server and it is a MUST HAVE if you dine here or grab drinks! The WARM, MELT-IN-YOUR-MOUTH dessert is a great size to split and not overly sweet. Can't wait to go back!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brandon W.,/user_details?userid=g1qmZNlJKjAYyP00Miqeqw,"Houston, TX",12/20/2022,5.0,"Came here on our impromptu walk in the village and were lucky enough to walk in and get a table without a reservation. Service was great - our waiter was very attentive. The food was also awesome and came out very quickly. I had the steak and eggs (Jack's Breakfast) and the steak was cooked exactly how I asked. It's pretty tight and cramped inside the restaurant and the bathroom line can get a little backed up, but we had a great experience.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Renee' V.,/user_details?userid=2uHPVqBKQy_M3NnIu-DUIA,"Bloomfield, NJ",11/1/2021,3.0,"I've been wanting to try this place out for a long time and I was in the city this weekend running errands so it was a great time to do so. I was craving a big and classic breakfast. My fiancé and I were a walk-in and they were able to sit us under 5 minutes. That was a plus! Our server was very friendly and attentive. I ordered Jack's breakfast with my steak done medium well and my eggs sunny side up. Overall, I don't think the portion was suitable for the price in which you pay. My meal was good but nothing took it over the top that made it stand out aside from the green sauce. When I got my plate there was one slice of toast on it. I thought to myself where is the other half. Lol. I asked my server about it and he said bread is unlimited so he brought me a few more slices which was cool but I thought it was odd to serve someone just one piece of bread as bread being unlimited may not come to one's mind since it's not really advertised. The bread was not toasted at all. I did not try any cocktails from the bar as I drank the previous night so I got a latte instead. The latte was served cold. I asked my server to have it warmed and without no issue he had a new one made. After the fix, I enjoyed the latte as I am a fan of Stumptown coffee. I do think this place is an overrated spot.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ken M.,/user_details?userid=rkH-t_3ZLMvNSDmhi_rcUg,"Manhattan, New York, NY",5/3/2021,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jeannie G.,/user_details?userid=rz09ed-jakGL-tuRamk0lQ,"Woodside, NY",1/31/2023,1.0,"@AtlanticTheater member and made dinner reservation at Chelsea location. Required credit card for reservation --unusual for a modest bistro. Upon entry, hostess (identified later as manager named Marie) was immediately confrontational. She was immediately nasty and unaccommodating.  We would have left immediately but were unfamiliar with the area and had time constraints - also had provided my credit card for reservation guarantee. Tables small and close together, food mediocre at best.  For example when I asked for a table with a little more space - she suggested I sit outside (in 40 degree weather). Then when I told them I had a food allergy and was told there were no substitutions. While our waitress was pleasant, it didn't stop Marie (alleged manager) from continually coming over speaking rudely and confrontationally. Would never eat there again. Would have walked out if we hadn't been pressed for time and confined to this location.  This restaurant has a serious problem with staff.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Na K.,/user_details?userid=oLLnumCdY-GYGK6lLD5cOQ,"Decatur, GA",3/16/2022,5.0,"I went here with my aunt and cousin, and we had a great lunch. We ordered the fried zucchini chips, prego roll, and chicken kebab. I didn't expect much from the fried zucchini chips, but they were absolutely delicious. So crispy and flavorful. The prego roll was also yummy. The meat was tender and seasoned just right. The chicken kebab was also good, but it was definitely my least favorite among the 3 dishes. Overall, loved the vibe and food.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stefan M.,/user_details?userid=MT7AjdGA3obAWqCu3Vi63A,"Manhattan, New York, NY",12/16/2022,3.0,"The food was not much to write home about. Fairly bog standard Mediterranean style brunch fare. I got the Chicken Prego and it was a bit greasy, a bit small, and overall just ok. Great service, nice outdoor setup that kept us warm on a freezing cold day.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Heily P.,/user_details?userid=-Nl6mFK9aYFIQZVcdr3LMg,"Uniondale, NY",5/23/2021,4.0,"Good food, great service, nyc prices, overall it was a good experience. We were quickly seated on a Saturday afternoon, party of 4. Drinks came quickly and the food doesn't take long either. My sandwich was amazing! I highly  recommend that, everyone else seemed pleased. I recommend!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Allie T.,/user_details?userid=vJdV9-2yb_058xgZfBjV-g,"New York, NY",2/3/2022,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Carlie M.,/user_details?userid=yGpkiCyctrBJDMOTMXOJdw,"Atlanta, GA",3/3/2021,3.0,"Oh this place is pricey for the food you get! It for sure was good, but was my meal worth $50?  Not sure about that one. I came in with a friend last night. Indoor dining was open now so we sat inside. We made reservations for 6:30. It got pretty crowded by the time we left around 8. We started with some cocktails. I got the cantaloupe mimosa and it was amazing actually. We started with the zucchini chips. I was a big fan of the aioli it came with. I ordered the madame freda as my entree. It was pretty delicious but I am a bit appalled that it cost $20. My friend got the chicken prego. Our waitress was very nice and attentive. Overall a good meal and worth trying once but I'd say it's overhyped.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Melissa A.,/user_details?userid=U20nmFu9R1F4OJ2P6v-f7Q,"Manhattan, New York, NY",9/27/2021,3.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tony L.,/user_details?userid=W-8nzvd9WQXoEg4---44Wg,"Brooklyn, NY",11/27/2021,3.0,"This place is fine if you're in a bind and want a variety of flavours. Nothing stood out as exceptional that I would come back seeking out, but things were well done, though at a higher price point than you'd expect. You really need to order a bunch of things to feel proper full. The peri-peri wings were great, especially the seasoning, while the chicken kebab (actually tikka) were fine (the side of couscous and chopped salad helped fill some of my appetite). It was my first time having the matzoh ball soup, but the Jewish friends I was with said it was solid (though why it was 7$ was beyond me). The one thing I appreciated, though, was that we came as a group of 8 and they were able to accommodate on the spot and make it work.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alexis M.,/user_details?userid=EgXKsZuV6KjFn6qaQ35egA,"San Francisco, CA",5/25/2021,5.0,Great brunch spot that we found in New York! I tried the poached egg with tomato and halloumi which was amazing. It was like an eggs Benedict with the grilled halloumi on the bottom and whatever sauce it had on it complemented the dish well. It tasted incredible and was pretty filling. Cute atmosphere inside and service was quick.,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joshua K.,/user_details?userid=6LZVJFmFg2GeczhVelU4xQ,"New York, NY",6/30/2022,2.0,"Lovely server who did everything she could to be sweet and helpful. Food was below average for the price. Overcooked salmon and crazy over salted kale. Didn't think that was a risky dish, but go figure.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brennan B.,/user_details?userid=LwLhwvlJOASpXUvILF0vbA,"Nyack, NY",7/31/2022,5.0,"Food was so delicious! I got the salad with the chicken stewer which was grilled perfectly and the seasoning was amazing. My friends were also happy with their burgers! Now the chocolate cake.... This cake was seriously out of this world, highly recommend trying it! It was super moist and was gone in seconds! Service was great and food came out very quickly!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pat S.,/user_details?userid=f0jYUq-oVmSa0M7rxbyLkA,"Doylestown, PA",6/16/2022,5.0,"Delicious fresh food with delicate flavors and unique offerings, and great coffee. Staff was attentive and friendly.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nikkia A.,/user_details?userid=YYv03yvEhAOxE-Wq6wJBAQ,"New York, NY",5/2/2021,3.0,"I only stopped in here for dessert, so I'd like to go back and leave them a proper, updated review. I came here a couple of nights ago when it was rather cold and windy. They had to keep the door open due to covid, which was initially rough because it was super windy but they were nice enough to close it for a few minutes at a time, which was helpful. We were also able to walk in without a reservation, which was great. If you stop by for dessert, the Malva pudding is great and comforting.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ruby A.,/user_details?userid=Qz2e2apH5cKucO6VL2O_qA,"Hockessin, DE",6/25/2022,5.0,So so so good!! And good service - wait was a little long so the waitress brought us out complimentary juice!,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
CHLOE A.,/user_details?userid=VUBXPRPl_VdiT7y8KFf_3g,"Whitestone, NY",11/17/2022,5.0,"This is not your typical breakfast but it is delicious. Portions are just right, with some dishes even being on the smaller side, so you can not only order a dish but can also sample another. Always fun to get to sample menu items.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jane N.,/user_details?userid=KlfMzghqrjX2UBNiISVw4A,"Brooklyn, NY",12/1/2022,3.0,"The food was good but they have no respect or care for allergies. I am highly allergic to sesame, soy, and nuts and the waiter completely disregarded my allergy - even telling  me things that listed tahini and sesame as being safe for a sesame allergy? I would highly recommend allergy training as it's a pretty basic nyc restaurant.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Becca R.,/user_details?userid=IDS82GXoIbpVP47NLNyT1w,"New York, NY",11/30/2020,5.0,"I have heard of this place, but never had a chance to go. I was blown away! Everything was so fresh and delicious. I tried a little bit of everything and I had not a single complaint about the food! Service was quick for the most part, especially when juggling indoor and outdoor dining. This place is now on my favorite brunch spots list!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hana D.,/user_details?userid=W6HxLW3nZaWNQJLe7SZtug,"New York, NY",10/26/2021,5.0,"Phenomenal brunch with multiple locations. My friend ordered the halloumi brunch, and I had the mediterranean breakfast with scrambled eggs. Everything tasted perfect",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Madeleine B.,/user_details?userid=I97FEi-K2TAckKVbmUbhYQ,"Manhattan, New York, NY",11/15/2020,4.0,"Jack's Wife Freda has been on my list for a while, and I had some extra doordash points so I felt like a little splurge. I had takeout and got the peri peri chicken. Chicken was delicious, and so was the salad. A little spicy, a little smoky. Would definitely come back to try other stuff. One thing I did notice was it came with a green sauce which tasted like (I think was?) guacamole, yet didn't really complement the chicken. Delicious anyway though",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Vincent L.,/user_details?userid=bQCHF5rn5lMI9c5kEwCaNA,"Quincy, MA",9/21/2019,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Afnan T.,/user_details?userid=hC9Fl96SJaI1h5cKDUQHRg,"New York, NY",2/18/2020,5.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
KC C.,/user_details?userid=bgqy_49Xc4hDiFZxAuFRPg,"New York, NY",10/13/2021,5.0,"This is a solid go to when you're in the city. The food is really unique so weather you're going for brunch or dinner, you're bound to have a great meal. Everything always tastes fresh no matter the location and even if you don't make a reservation they usually can seat you with 15 minutes. I really love their tea and lemonade as well. Highly recommend this city staple!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Max M.,/user_details?userid=TpYlEdya1FlT5LG5nfASlQ,"Boston, MA",8/24/2022,3.0,"Normally, this restaurant is relatively good. The other night I went and was served undercooked meat which eventually led to food poisoning. The waiter was extremely apologetic about the food and brought me a new order and a drink on the house. I greatly appreciated the good service but was upset with being served purple meat that was hardly edible. I expect a bit more from this place as it's typically quite good. Wait staff gets good marks from me while the kitchen needs to be more attentive to prevent further sickness.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mike A.,/user_details?userid=212-yliZqs2Oqppiw6vdKg,"Hoboken, NJ",11/12/2022,3.0,"The food was merely satisfactory, especially at $20 for a small chicken sandwich at lunch. Great waitress, lively atmosphere.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ismael C.,/user_details?userid=YwDTG1PX1-SiaWTJtk6PTA,"CA, CA",5/25/2022,5.0,First time here ever and I went along with the fish a la plancha... it touched the soul,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jessica B.,/user_details?userid=F1DG4Sq5ZfAbaaNdNjTICg,"Rancho Bernardo, San Diego, CA",10/13/2019,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Melissa B.,/user_details?userid=_cSYZ6-zQPDpzBg7CGkgug,"San Diego, CA",1/2/2021,4.0,"Cute spot for brunch in Chelsea. Stopped by pre-COVID and it was super packed, the tables are a little on top of each other and you'll definitely need a reservation to get in. I ordered the madame freda which was great as far as croque madames go. Would love to try some more items on the menu!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Greg B.,/user_details?userid=yZQZiGMquMaKPibF10Zzlg,"New York, NY",5/14/2022,1.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dawn R.,/user_details?userid=XzYDxuxuoZrJXVSJiufIaw,"New York, NY",10/11/2022,1.0,"I hate to give bad reviews, but you guessed it, I'm about to. It wasn't the food, the menu was creative and healthy--I've never seen Spaghetti Squash & Chicken Meatballs on a menu before--and it was delicious. Friend's Chicken Kebab is good also. Bennie's Chicken Schnitzel, fine too. What was the problem? We went to the Chelsea location at 7 pm and it was SO LOUD! The place wasn't that big but it was full and the noise ricocheted off the walls and around the room like bullets. Everyone was screaming at the person next to them just to be heard. It was a harsh, deafening cacophony. And I still wouldn't have given a bad review except due to all the screaming and spitting going on I got Covid!! I am very cautious about going out, had never had Covid ever, and it was clear where I was infected. I'm sure this is where a lot of people must be getting infected due to all the screaming & spittle. No one in my party got Covid except me; I was the one seated on the outside of the booth interacting with the shouting waitress. Who was nice and apologetic. But, management should install some sound-absorbing ceiling tiles. If you must go, try breakfast and you might avoid Covid and a noise headache.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Geetika B.,/user_details?userid=4-cD3XkmNIIiGiUFtfLN7A,"Pittsburgh, PA",7/19/2020,5.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tuedy W.,/user_details?userid=sohd81iqgBp3urSGVd3EYg,"Lower Allston, Boston, MA",10/29/2021,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cheyenne J.,/user_details?userid=CFSI5SiQeRB6qUV4tZZlAw,"New York, NY",11/2/2020,4.0,"Jacks wife freda was my first indoor dining experience since February, and it felt totally safe and clean. The service was impeccable and the food was tasty. I had the eggplant sandwich with an arugula salad   The sandwich was fresh and light, but the salad was way too salty.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tim C.,/user_details?userid=VBZpSEaMCUjLp0JayOEOFg,"Philadelphia, PA",7/23/2021,3.0,"Underwhelming. Mediocre. Overpriced. Weirdly small portions without the finesse. Not sure I can come up with more to say, which I guess says a lot.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Laura S.,/user_details?userid=6H9g6agwpmiHG8ZYgBJq5w,"Manhattan, NY",8/11/2019,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tori B.,/user_details?userid=oFmah0lTRqma9GouFhui1Q,"North Hills, Raleigh, NC",5/13/2020,5.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ella D.,/user_details?userid=iA_eaXcDxA6A5Xvtdhi6mw,"Brooklyn, NY",9/20/2020,5.0,"Decided to come here with a friend because brunch is King. I was particularly hungry this day and decided that Jack's Breakfast ($25) is exactly what I needed. The skirt steak was cooked perfectly, but the best part, which I wished there was more of, was the spicy avocado and herb everything sauce. Packed the perfect amount of punch and perfectly complimented everything on the plate. While the prices are on the higher side, you will not be disappointed in the quality of the food.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hillary B.,/user_details?userid=b6B5RDZTLDBxMGKeXME3cw,"Decatur, GA",7/8/2019,5.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Matthew N.,/user_details?userid=sgnig6myu0ljEMCgCFYnfg,"New York, NY",3/30/2019,3.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shyam K.,/user_details?userid=p-7nhAwzORggA_4TjgAnOA,"Manhattan, NY",8/23/2020,3.0,"We came here for Saturday brunch and were able to get seated immediately which was great. Between the two of us we ordered a couple cocktails, the grilled halloumi, grapefruit and yogurt, and the rosewater waffle. The grapefruit and yogurt and the waffle were both pretty good but the highlight for me was definitely the excellent halloumi.  The cocktails were refreshing and the right level of strong which was great.  The service, however, was not great as our server was a bit rude and not attentive. All the other staff we interacted with were great though.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kyli J.,/user_details?userid=8-Rzk8LteFN2fGGjLwlxcA,"Fairfield, CA",9/3/2022,5.0,"Two words... Duck bacon! Game changer, we also had their matcha. Glad we came across them while visiting, wish they had a location in the Bay Area lol Highly recommend them",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Vianna C.,/user_details?userid=VhST-qBAr3l8ysI_QrBTDA,"New York, NY",4/10/2021,3.0,"I've been to this spot in various locations around the city. The shakshuka tends to be my favorite, although pricy for how basic the dish is. Rose water waffle is also delicious. However, I tried their burger recently and was disappointed. Other than the beef patty on a bun with tomatoes, the dish did not come with anything else (no onions, or lettuce). Taste was also bland.",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bonnie G.,/user_details?userid=hSjX6zEDG3fPPwAoUiUWLA,"New York, NY",1/5/2019,3.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Reel M.,/user_details?userid=RdpvSsh2Bb8rb_u-iUsT3A,"Arlington, VA",7/14/2021,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stella W.,/user_details?userid=BhAiY-f9Y4qLhEbaSSkF6g,"Newark, NJ",8/14/2021,3.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
daniela a.,/user_details?userid=2CFQRURJxj9V3xWd1pKShg,"PECK SLIP, NY",6/22/2019,5.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amy K.,/user_details?userid=wavSeNHll2GEMOV3ehhqdQ,"New York, NY",3/3/2020,4.0,No comment,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shannon D.,/user_details?userid=t_kHfE-9vQYHC8PLVoh6qg,"New York, NY",2/4/2022,5.0,"This place was amazing! The service from the minute we walked in was great! I had my kid with me and they gave her lots of coloring and sticker activities to do, as well as a cute kiddies cup for her water! The food was 10/10 and service exceeded my expectations! Great place!",https://www.yelp.com/biz/jacks-wife-freda-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
